LOCATION,TIME,Value
SVK,2014,358.63599999999997
SVK,2015,370.222
SVK,2016,376.719
SVK,2017,364.89300000000003
ESP,1990,3688.802
ESP,1991,3733.7709999999997
ESP,1992,3761.375
ESP,1993,3541.2859999999996
ESP,1994,3376.635
ESP,1995,3059.054
ESP,1996,3043.134
ESP,1997,2852.664
ESP,1998,2791.691
ESP,1999,2628.59
ESP,2000,2304.284
ESP,2001,2110.238
ESP,2002,2000.1760000000002
ESP,2003,1899.881
ESP,2004,1847.599
ESP,2005,1763.4229999999998
ESP,2006,1644.235
ESP,2007,1611.237
ESP,2008,1504.957
ESP,2009,1358.372
ESP,2010,1425.8229999999999
ESP,2011,1386.1970000000001
ESP,2012,1320.67
ESP,2013,1301.0510000000002
ESP,2014,1314.277
ESP,2015,1299.182
ESP,2016,1293.049
ESP,2017,1310.112
SWE,1990,1074.8419999999999
SWE,1991,1121.754
SWE,1992,1064.693
SWE,1993,969.091
SWE,1994,987.3889999999999
SWE,1995,932.2460000000001
SWE,1996,905.1360000000001
SWE,1997,825.7689999999999
SWE,1998,780.643
SWE,1999,721.695
SWE,2000,663.383
SWE,2001,625.371
SWE,2002,590.476
SWE,2003,578.957
SWE,2004,541.737
SWE,2005,528.942
SWE,2006,502.56300000000005
SWE,2007,497.73699999999997
SWE,2008,480.72
SWE,2009,466.298
SWE,2010,454.845
SWE,2011,441.231
SWE,2012,417.708
SWE,2013,411.716
SWE,2014,397.741
SWE,2015,385.153
SWE,2016,386.035
SWE,2017,385.43199999999996
CHE,1990,731.455
CHE,1991,698.328
CHE,1992,645.815
CHE,1993,568.295
CHE,1994,524.7909999999999
CHE,1995,490.411
CHE,1996,474.73699999999997
CHE,1997,443.653
CHE,1998,423.462
CHE,1999,409.834
CHE,2000,383.811
CHE,2001,364.361
CHE,2002,339.796
CHE,2003,331.767
CHE,2004,315.8
CHE,2005,301.82599999999996
CHE,2006,280.11
CHE,2007,264.159
CHE,2008,254.35299999999998
CHE,2009,237.873
CHE,2010,228.25799999999998
CHE,2011,206.986
CHE,2012,199.378
CHE,2013,192.028
CHE,2014,173.44299999999998
CHE,2015,164.426
CHE,2016,160.32
CHE,2017,154.113
TUR,1990,2025.249
TUR,1991,2062.985
TUR,1992,2093.9570000000003
TUR,1993,2061.7670000000003
